poi_idx,region_idx,hotness_idx
1992,575,1
1993,1000,0
1994,1294,0
1995,1208,1
1996,1515,1
1997,696,0
1998,1300,1
1999,1124,0
2000,1327,1
2001,1356,2
2002,805,3
2003,1294,0
2004,804,2
2005,1376,28
2006,1300,4
2007,1268,2
2008,1296,0
2009,1319,3
2010,1230,1
2011,1371,1
2012,1375,2
2013,932,1
2014,975,2
2015,131,2
2016,461,0
2017,1309,0
2018,776,1
2019,1295,1
2020,400,1
2021,701,2
2022,808,0
2023,1429,0
2024,1244,0
2025,1509,4
2026,1332,2
2027,771,0
2028,1018,1
2029,1376,0
2030,649,1
2031,1375,2
2032,666,1
2033,1317,2
2034,1078,1
2035,606,0
2036,443,0
2037,1374,2
2038,1238,1
2039,1374,0
2040,1309,2
2041,770,0
2042,1512,1
2043,1298,0
2044,684,1
2045,1509,0
2046,1215,2
2047,1162,1
2048,1346,0
2049,1306,0
2050,1239,3
2051,792,3
2052,1078,0
2053,1036,0
2054,1124,1
2055,1271,0
2056,171,1
2057,1281,3
2058,1244,1
2059,1239,0
2060,135,1
2061,767,1
2062,1008,1
2063,1349,0
2064,1281,0
2065,999,10
2066,1278,1
2067,1116,15
2068,776,0
2069,1376,1
2070,1509,1
2071,1376,1
2072,1295,1
2073,1053,1
2074,203,0
2075,1008,2
2076,976,0
2077,1035,0
2078,849,1
2079,1118,2
2080,1244,1
2081,1404,0
2082,1493,2
2083,1375,2
2084,1124,0
2085,1196,1
2086,1043,0
2087,1375,2
2088,770,2
2089,1278,0
2090,1402,1
2091,1376,0
2092,777,51
2093,777,1
2094,1509,3
2095,1424,0
2096,1039,1
2097,1375,25
2098,1352,1
2099,1124,32
2100,1279,1
2101,1352,1
2102,960,0
2103,957,0
2104,1307,2
2105,1319,1
2106,1590,0
2107,1375,0
2108,1124,1
2109,1375,2
2110,777,1
2111,446,1
2112,983,1
2113,1557,1
2114,131,1
2115,1509,0
2116,1375,1
2117,770,6
2118,564,0
2119,754,9
2120,1493,1
2121,1516,2
2122,564,0
2123,1348,3
2124,1515,22
2125,771,2
2126,454,4
2127,1493,5
2128,1432,1
2129,1233,0
2130,707,1
2131,90,1
2132,1375,1
2133,510,0
2134,594,0
2135,871,0
2136,1516,2
2137,975,7
2138,905,0
2139,1348,0
2140,818,1
2141,872,1
2142,432,0
2143,341,1
2144,1237,0
2145,1165,0
2146,602,0
2147,1690,1
2148,1370,1
2149,179,1
2150,1516,0
2151,1004,0
2152,1376,3
2153,975,4
2154,1484,0
2155,879,1
2156,337,0
2157,962,3
2158,1510,0
2159,775,0
2160,935,12
2161,1376,28
2162,1376,5
2163,115,0
2164,933,2
2165,550,0
2166,1317,1
2167,905,0
2168,1121,0
2169,1509,2
2170,1319,0
2171,1677,0
2172,1677,1
2173,1186,1
2174,1085,1
2175,130,0
2176,1212,0
2177,1515,0
2178,472,0
2179,1378,0
2180,1297,6
2181,597,6
2182,550,1
2183,1568,0
2184,1476,2
2185,1516,8
2186,1167,1
2187,1442,0
2188,1375,0
2189,243,1
2190,143,0
2191,730,0
2192,932,2
2193,1398,1
2194,475,1
2195,1568,1
2196,757,2
2197,1574,5
2198,1463,1
2199,1244,0
2200,933,2
2201,1471,0
2202,9,0
2203,873,0
2204,777,1
2205,131,0
2206,878,1
2207,1596,1
2208,1510,1
2209,932,11
2210,550,0
2211,569,0
2212,95,10
2213,1082,0
2214,1352,2
2215,1375,1
2216,753,1
2217,975,1
2218,1512,1
2219,975,0
2220,1000,1
2221,1355,1
2222,1239,0
2223,776,10
2224,550,1
2225,1510,2
2226,1124,4
2227,776,1
2228,932,1
2229,1319,0
2230,804,0
2231,1301,1
2232,577,0
2233,979,3
2234,1058,0
2235,1302,0
2236,476,1
2237,1308,2
2238,770,4
2239,1516,1
2240,1376,0
2241,1378,18
2242,451,1
2243,550,0
2244,402,1
2245,777,0
2246,1708,1
2247,1374,0
2248,976,2
2249,1305,0
2250,1657,5
2251,1320,2
2252,753,1
2253,632,0
2254,1163,1
2255,609,1
2256,228,0
2257,542,0
2258,969,1
2259,1161,1
2260,744,1
2261,493,0
2262,1429,0
2263,947,1
2264,1516,1
2265,905,1
2266,690,0
2267,861,4
2268,221,0
2269,905,3
2270,368,5
2271,1157,2
2272,974,0
2273,1601,1
2274,1096,1
2275,792,0
2276,1687,0
2277,1307,1
2278,1277,0
2279,1254,2
2280,48,0
2281,593,3
2282,25,0
2283,424,5
2284,770,0
2285,1387,0
2286,1371,1
2287,13,1
2288,1196,2
2289,1516,0
2290,1509,13
2291,1527,2
2292,754,0
2293,886,1
2294,1493,0
2295,1486,1
2296,1324,0
2297,149,0
2298,1455,1
2299,352,3
2300,1125,0
2301,521,0
2302,208,1
2303,253,0
2304,1031,0
2305,1182,1
2306,1319,1
2307,913,1
2308,955,0
2309,23,3
2310,1273,1
2311,777,1
2312,585,1
2313,874,0
2314,770,51
2315,1704,1
2316,1280,7
2317,1204,0
2318,564,0
2319,142,0
2320,1509,4
2321,975,2
2322,461,0
2323,976,2
2324,1376,1
2325,476,2
2326,475,4
2327,896,1
2328,1509,8
2329,1375,2
2330,640,0
2331,1376,3
2332,1517,0
2333,273,1
2334,1509,4
2335,831,2
2336,905,0
2337,1454,3
2338,975,5
2339,1576,0
2340,1433,0
2341,1515,0
2342,634,1
2343,1375,2
2344,2,0
2345,777,10
2346,88,0
2347,949,1
2348,1054,0
2349,975,1
2350,476,0
2351,3,1
2352,1691,1
2353,905,0
2354,571,0
2355,912,0
2356,1522,0
2357,911,1
2358,1057,0
2359,137,2
2360,380,0
2361,969,0
2362,1355,10
2363,1690,1
2364,1355,49
2365,1477,5
2366,871,0
2367,1235,3
2368,942,3
2369,790,0
2370,983,6
2371,1355,9
2372,461,9
2373,815,1
2374,912,2
2375,1162,1
2376,700,0
2377,131,1
2378,882,1
2379,571,0
2380,1053,0
2381,1317,1
2382,1676,0
2383,1404,0
2384,697,0
2385,1214,1
2386,131,2
2387,1448,0
2388,922,8
2389,1343,0
2390,1702,1
2391,1036,0
2392,1471,0
2393,1484,0
2394,1200,5
2395,777,0
2396,1296,1
2397,1343,0
2398,1512,0
2399,1319,4
2400,142,0
2401,1163,19
2402,512,0
2403,1077,0
2404,1375,2
2405,754,1
2406,1471,0
2407,754,10
2408,976,0
2409,1158,4
2410,1375,2
2411,954,6
2412,515,1
2413,376,1
2414,1036,0
2415,781,11
2416,1511,1
2417,1297,1
2418,845,1
2419,251,0
2420,771,0
2421,131,0
2422,1318,0
2423,1505,1
2424,976,34
2425,1509,0
2426,1375,1
2427,1304,1
2428,1124,0
2429,1278,0
2430,1057,1
2431,1320,0
2432,344,0
2433,1376,9
2434,1717,0
2435,933,0
2436,1512,52
2437,777,1
2438,1088,0
2439,1402,5
2440,1431,14
2441,1509,0
2442,770,0
2443,1602,1
2444,839,0
2445,1323,1
2446,1403,2
2447,1403,1
2448,575,0
2449,1297,3
2450,878,0
2451,1194,2
2452,1185,0
2453,221,2
2454,1164,1
2455,1396,1
2456,1376,0
2457,912,2
2458,1215,0
2459,1510,2
2460,932,1
2461,976,2
2462,872,0
2463,585,4
2464,554,0
2465,1321,0
2466,731,0
2467,1163,12
2468,1331,0
2469,1244,0
2470,956,0
2471,52,2
2472,675,1
2473,1516,5
2474,1326,0
2475,976,1
2476,1471,0
2477,1376,3
2478,1116,19
2479,512,1
2480,864,0
2481,408,0
2482,1318,2
2483,1332,3
2484,109,0
2485,452,0
2486,1354,1
2487,1516,0
2488,791,10
2489,592,43
2490,1117,3
2491,1240,8
2492,1297,1
2493,1239,0
2494,1051,0
2495,1209,2
2496,553,1
2497,1303,3
2498,528,2
2499,633,5
2500,131,2
2501,491,0
2502,1322,2
2503,959,0
2504,935,1
2505,1226,1
2506,770,0
2507,976,0
2508,753,1
2509,754,0
2510,1297,6
2511,1348,0
2512,975,1
2513,1457,38
2514,976,4
2515,976,2
2516,12,0
2517,1326,1
2518,108,2
2519,610,2
2520,1430,0
2521,1237,2
2522,1516,9
2523,1265,6
2524,1324,1
2525,132,1
2526,999,22
2527,497,0
2528,1635,0
2529,1606,2
2530,754,1
2531,770,1
2532,131,0
2533,567,2
2534,1043,1
2535,776,5
2536,1000,1
2537,577,1
2538,1587,1
2539,1451,1
2540,384,1
2541,1006,1
2542,1322,3
2543,1564,1
2544,1317,1
2545,245,0
2546,1626,0
2547,1376,0
2548,1322,3
2549,1115,0
2550,1006,1
2551,1466,62
2552,1238,2
2553,1451,0
2554,1278,9
2555,706,0
2556,1507,1
2557,1393,3
2558,1437,0
2559,1048,0
2560,1122,0
2561,1052,1
2562,1300,1
2563,1516,0
2564,1322,0
2565,1375,0
2566,957,0
2567,1373,3
2568,491,0
2569,878,1
2570,491,0
2571,1509,36
2572,1098,3
2573,664,0
2574,1102,12
2575,577,1
2576,577,3
2577,253,1
2578,1352,44
2579,1372,0
2580,1374,0
2581,1324,1
2582,118,2
2583,567,9
2584,1307,0
2585,776,9
2586,754,1
2587,777,1
2588,1516,0
2589,1078,0
2590,1589,2
2591,600,1
2592,1280,1
2593,701,2
2594,748,0
2595,1307,5
2596,273,19
2597,421,0
2598,1515,0
2599,461,0
2600,1509,1
2601,1152,4
2602,381,0
2603,428,1
2604,823,0
2605,1200,1
2606,1125,0
2607,1353,4
2608,1200,1
2609,770,4
2610,1204,2
2611,528,0
2612,1471,1
2613,1375,1
2614,1376,1
2615,1098,1
2616,771,0
2617,1372,1
2618,1295,0
2619,1436,0
2620,1446,1
2621,1431,1
2622,1556,1
2623,1089,2
2624,995,5
2625,1515,0
2626,1516,1
2627,758,1
2628,872,0
2629,1297,0
2630,695,2
2631,777,0
2632,1516,21
2633,1509,13
2634,1295,1
2635,1078,17
2636,1517,0
2637,1509,3
2638,1375,2
2639,1516,0
2640,593,3
2641,507,0
2642,1721,5
2643,1087,2
2644,942,2
2645,118,0
2646,718,0
2647,1468,0
2648,1279,15
2649,707,0
2650,792,0
2651,234,2
2652,1279,0
2653,1377,1
2654,770,1
2655,378,0
2656,1107,1
2657,868,2
2658,1372,5
2659,975,1
2660,207,0
2661,1315,3
2662,1174,0
2663,269,0
2664,1217,0
2665,1375,3
2666,436,1
2667,976,0
2668,1442,0
2669,87,0
2670,486,1
2671,884,1
2672,1720,0
2673,1723,0
2674,1295,0
2675,1404,0
2676,1510,1
2677,754,1
2678,771,1
2679,1449,0
2680,1035,1
2681,1318,1
2682,1244,3
2683,1376,3
2684,776,6
2685,1052,1
2686,776,0
2687,1297,1
2688,493,0
2689,221,0
2690,932,2
2691,550,1
2692,1322,14
2693,1352,1
2694,1471,4
2695,221,3
2696,1372,4
2697,1730,1
2698,1470,5
2699,1585,1
2700,1516,3
2701,777,1
2702,1509,0
2703,1291,16
2704,1213,0
2705,1703,1
2706,79,1
2707,1318,0
2708,84,1
2709,759,2
2710,929,0
2711,138,0
2712,771,0
2713,975,60
2714,999,1
2715,1077,0
2716,1376,1
2717,1029,5
2718,698,0
2719,183,2
2720,183,0
2721,777,13
2722,172,1
2723,401,5
2724,753,1
2725,975,2
2726,829,0
2727,1244,2
2728,1648,2
2729,1319,0
2730,625,1
2731,1516,0
2732,1375,1
2733,754,1
2734,127,1
2735,626,1
2736,251,0
2737,493,0
2738,1375,1
2739,754,1
2740,108,3
2741,1139,3
2742,758,1
2743,156,0
2744,260,0
2745,1551,2
2746,171,0
2747,739,1
2748,1669,19
2749,577,0
2750,1267,0
2751,1702,2
2752,519,0
2753,1646,1
2754,293,0
2755,2,3
2756,1374,1
2757,1300,0
2758,273,0
2759,1323,0
2760,612,15
2761,1550,0
2762,1566,1
2763,1723,1
2764,1006,1
2765,90,1
2766,771,3
2767,281,3
2768,1639,1
2769,1369,0
2770,1159,5
2771,428,0
2772,1122,11
2773,1320,38
2774,1087,2
2775,1274,3
2776,1375,1
2777,1734,1
2778,132,5
2779,132,4
2780,132,3
2781,132,3
2782,132,4
2783,132,1
2784,132,2
2785,132,3
2786,132,1
2787,132,1
2788,132,8
2789,1376,0
2790,1215,0
2791,754,0
2792,701,3
2793,132,16
2794,933,3
2795,131,7
2796,1279,0
2797,1320,0
2798,1236,24
2799,270,0
2800,1200,0
2801,976,1
2802,776,9
2803,171,21
2804,905,1
2805,170,0
2806,1515,2
2807,1006,15
2808,1479,5
2809,777,1
2810,1162,1
2811,1493,0
2812,1511,2
2813,1086,0
2814,528,1
2815,808,1
2816,1319,1
2817,588,0
2818,1297,2
2819,626,0
2820,1147,0
2821,910,8
2822,1472,1
2823,871,0
2824,837,1
2825,1725,0
2826,1450,2
2827,1593,1
2828,1179,1
2829,886,0
2830,885,6
2831,1052,1
2832,1624,5
2833,1512,5
2834,1630,3
2835,1400,3
2836,1515,1
2837,37,1
2838,536,3
2839,396,1
2840,202,0
2841,1058,0
2842,1271,0
2843,1247,1
2844,1514,2
2845,1168,3
2846,592,1
2847,1298,19
2848,1298,1
2849,771,1
2850,1172,1
2851,959,0
2852,1174,0
2853,1023,1
2854,1035,0
2855,48,3
2856,132,6
2857,777,0
2858,1274,5
2859,1194,5
2860,1510,1
2861,712,0
2862,886,0
2863,1376,16
2864,461,0
2865,1278,1
2866,359,0
2867,1272,0
2868,641,1
2869,701,0
2870,1279,0
2871,693,2
2872,693,0
2873,969,0
2874,975,0
2875,843,0
2876,1514,8
2877,1403,0
2878,777,7
2879,1125,0
2880,1204,2
2881,564,0
2882,1378,1
2883,1117,0
2884,1167,1
2885,1328,1
2886,754,0
2887,1432,0
2888,1172,9
2889,1319,0
2890,1091,1
2891,1279,0
2892,1157,1
2893,1587,0
2894,550,0
2895,1300,2
2896,1382,1
2897,1369,0
2898,545,0
2899,875,0
2900,1701,2
2901,1319,5
2902,1319,7
2903,1086,5
2904,999,1
2905,1210,12
2906,1244,2
2907,1295,1
2908,1298,23
2909,722,1
2910,1377,2
2911,777,1
2912,1373,2
2913,1100,6
2914,1271,11
2915,1271,7
2916,171,0
2917,1509,0
2918,1517,0
2919,877,0
2920,1297,1
2921,1091,0
2922,1324,21
2923,219,0
2924,932,2
2925,393,1
2926,131,5
2927,771,2
2928,267,1
2929,14,0
2930,208,1
2931,1245,14
2932,1389,0
2933,1733,12
2934,1209,5
2935,1086,6
2936,307,0
2937,48,3
2938,1397,1
2939,1375,27
2940,1376,0
2941,787,1
2942,1511,1
2943,1376,4
2944,475,0
2945,1376,0
2946,792,4
2947,382,0
2948,1236,2
2949,1299,4
2950,1164,1
2951,375,0
2952,792,2
2953,607,2
2954,1375,1
2955,1375,16
2956,352,4
2957,1376,3
2958,1089,1
2959,1458,16
2960,401,0
2961,569,0
2962,1078,4
2963,510,4
2964,1326,0
2965,273,1
2966,1376,7
2967,1214,0
2968,976,0
2969,1524,0
2970,1692,1
2971,1516,0
2972,331,4
2973,512,0
2974,1233,1
2975,693,0
2976,995,2
2977,1280,0
2978,1154,4
2979,1693,0
2980,1163,3
2981,684,4
2982,1520,0
2983,1353,1
2984,1410,1
2985,1484,1
2986,1084,4
2987,1520,38
2988,66,2
2989,976,30
2990,474,2
2991,1371,2
2992,1166,1
2993,1240,5
2994,1244,0
2995,1298,1
2996,1463,1
2997,1301,0
2998,1452,2
2999,776,0
3000,491,0
3001,544,1
3002,701,0
3003,1127,1
3004,1375,2
3005,878,5
3006,1375,0
3007,923,1
3008,966,0
3009,966,1
3010,1319,17
3011,470,2
3012,1200,0
3013,1124,0
3014,1585,0
3015,753,1
3016,1509,11
3017,1319,2
3018,1733,21
3019,1377,1
3020,1377,0
3021,1354,0
3022,1295,0
3023,879,1
3024,1035,0
3025,358,1
3026,1238,1
3027,1112,0
3028,148,9
3029,1296,8
3030,200,1
3031,202,0
3032,547,4
3033,399,0
3034,1352,6
3035,1280,20
3036,191,0
3037,1391,0
3038,1454,0
3039,130,1
3040,1352,1
3041,1376,1
3042,627,7
3043,545,1
3044,1140,0
3045,905,0
3046,1516,3
3047,1148,0
3048,1111,1
3049,1280,0
3050,835,1
3051,1297,1
3052,1297,4
3053,886,2
3054,1162,0
3055,1203,5
3056,210,12
3057,1471,2
3058,1590,0
3059,208,0
3060,550,1
3061,1471,0
3062,1321,3
3063,633,0
3064,1322,2
3065,878,1
3066,1587,1
3067,976,0
3068,772,5
3069,776,4
3070,1352,1
3071,1083,1
3072,1509,0
3073,1376,5
3074,1568,2
3075,1568,0
3076,166,1
3077,1579,2
3078,771,0
3079,27,0
3080,1376,0
3081,975,8
3082,1352,3
3083,1319,1
3084,1700,1
3085,1449,0
3086,1376,31
3087,1125,1
3088,1660,1
3089,189,0
3090,550,0
3091,489,0
3092,1145,0
3093,1375,2
3094,1041,1
3095,776,0
3096,1683,2
3097,885,1
3098,878,0
3099,932,0
3100,1240,0
3101,1349,0
3102,185,1
3103,1731,1
3104,1478,0
3105,885,0
3106,101,0
3107,175,0
3108,1319,1
3109,44,1
3110,1277,7
3111,1469,3
3112,1192,1
3113,509,0
3114,221,0
3115,1096,1
3116,1543,15
3117,797,1
3118,1376,10
3119,1319,0
3120,1714,2
3121,1701,1
3122,474,2
3123,1352,0
3124,1380,1
3125,1515,1
3126,879,0
3127,1058,2
3128,478,4
3129,567,0
3130,884,0
3131,446,1
3132,388,9
3133,1163,3
3134,1122,0
3135,1429,5
3136,1739,0
3137,362,2
3138,72,0
3139,1295,0
3140,1471,0
3141,1376,2
3142,1414,2
3143,1691,0
3144,776,2
3145,826,0
3146,698,6
3147,1478,1
3148,417,2
3149,1733,1
3150,1675,1
3151,497,0
3152,931,0
3153,457,0
3154,775,0
3155,131,1
3156,1061,3
3157,1010,1
3158,1279,1
3159,822,0
3160,966,1
3161,878,8
3162,975,0
3163,777,1
3164,1210,4
3165,959,1
3166,1200,1
3167,1349,1
3168,1376,4
3169,1174,0
3170,1295,0
3171,1665,2
3172,1036,0
3173,1516,0
3174,1375,3
3175,770,1
3176,957,0
3177,1326,3
3178,1083,0
3179,553,0
3180,1168,0
3181,753,0
3182,976,0
3183,1209,0
3184,1164,4
3185,1462,1
3186,1297,12
3187,770,1
3188,770,0
3189,816,0
3190,741,2
3191,964,12
3192,1166,0
3193,273,1
3194,1010,1
3195,1740,0
3196,1465,2
3197,1465,2
3198,1465,1
3199,1296,0
3200,1372,5
3201,1465,1
3202,1220,0
3203,1492,3
3204,1138,19
3205,1272,0
3206,886,7
3207,1321,13
3208,1403,2
3209,428,13
3210,1580,1
3211,770,2
3212,1297,0
3213,775,0
3214,340,1
3215,1087,0
3216,1449,0
3217,1376,1
3218,1433,0
3219,1327,5
3220,1035,3
3221,1467,0
3222,1204,4
3223,1516,1
3224,1403,1
3225,420,1
3226,1326,1
3227,1083,1
3228,1488,21
3229,1375,1
3230,1418,3
3231,975,0
3232,460,4
3233,777,2
3234,777,0
3235,753,0
3236,1543,17
3237,497,7
3238,703,5
3239,918,2
3240,858,1
3241,428,1
3242,576,2
3243,1491,3
3244,1491,2
3245,1639,0
3246,1516,1
3247,1275,4
3248,771,0
3249,550,7
3250,1375,1
3251,156,1
3252,1516,13
3253,1554,1
3254,1543,7
3255,1314,0
3256,1279,4
3257,1172,2
3258,1210,0
3259,932,0
3260,1198,3
3261,1631,0
3262,814,0
3263,976,1
3264,1372,1
3265,1272,8
3266,1006,0
3267,883,1
3268,1274,0
3269,141,0
3270,1295,12
3271,1237,1
3272,777,1
3273,200,4
3274,1297,8
3275,200,4
3276,1036,13
3277,1159,1
3278,1289,3
3279,1205,10
3280,1215,0
3281,1375,29
3282,529,2
3283,1376,0
3284,1471,1
3285,975,4
3286,942,2
3287,870,2
3288,1047,0
3289,995,1
3290,1172,2
3291,191,3
3292,1543,21
3293,531,2
3294,259,1
3295,483,1
3296,1277,0
3297,1170,3
3298,776,1
3299,952,1
3300,1241,1
3301,1241,3
3302,1724,0
3303,1208,1
3304,1036,0
3305,1298,0
3306,645,1
3307,1324,1
3308,777,0
3309,976,0
3310,976,0
3311,1599,8
3312,922,1
3313,1052,0
3314,1043,5
3315,1429,2
3316,71,0
3317,71,0
3318,188,1
3319,131,0
3320,74,1
3321,492,1
3322,1471,1
3323,1294,0
3324,1324,0
3325,435,2
3326,1517,1
3327,871,0
3328,1196,0
3329,1516,1
3330,734,0
3331,1520,1
3332,1708,1
3333,476,2
3334,1225,4
3335,1297,1
3336,176,0
3337,1172,1
3338,916,0
3339,1555,10
3340,1327,1
3341,754,0
3342,1232,8
3343,922,2
3344,777,4
3345,1092,4
3346,131,12
3347,1375,2
3348,1375,14
3349,921,1
3350,1431,6
3351,1027,2
3352,777,1
3353,976,0
3354,976,62
3355,435,1
3356,1377,0
3357,12,3
3358,1179,0
3359,1429,10
3360,171,1
3361,221,16
3362,1509,14
3363,975,0
3364,1295,0
3365,947,0
3366,309,1
3367,1239,7
3368,677,0
3369,913,1
3370,1283,0
3371,126,0
3372,57,3
3373,1375,2
3374,1719,1
3375,1675,1
3376,975,0
3377,5,0
3378,166,2
3379,1517,1
3380,1722,3
3381,1375,0
3382,509,0
3383,468,1
3384,932,0
3385,962,6
3386,1686,1
3387,1084,1
3388,1598,0
3389,1553,0
3390,1553,1
3391,592,1
3392,1516,1
3393,1006,0
3394,476,5
3395,1296,1
3396,564,2
3397,374,3
3398,2,0
3399,696,0
3400,1297,0
3401,150,33
3402,374,0
3403,1321,4
3404,396,3
3405,1702,1
3406,1375,0
3407,772,7
3408,754,0
3409,1352,0
3410,878,11
3411,1610,1
3412,1510,0
3413,474,4
3414,1520,2
3415,1124,5
3416,1448,12
3417,1089,12
3418,932,6
3419,1348,9
3420,1376,1
3421,1043,8
3422,225,7
3423,1237,0
3424,461,8
3425,958,3
3426,932,9
3427,886,1
3428,844,1
3429,767,24
3430,1376,6
3431,423,0
3432,1681,4
3433,1681,0
3434,1057,0
3435,630,5
3436,491,0
3437,127,0
3438,165,1
3439,1163,1
3440,165,2
3441,869,1
3442,73,0
3443,609,0
3444,118,0
3445,1235,0
3446,1162,1
3447,23,1
3448,1089,2
3449,131,2
3450,1211,0
3451,1450,3
3452,1119,1
3453,1244,2
3454,1324,1
3455,1172,0
3456,433,1
3457,131,0
3458,975,1
3459,1482,1
3460,1509,6
3461,877,0
3462,569,1
3463,1240,1
3464,1496,1
3465,1274,1
3466,1251,1
3467,1125,12
3468,1294,1
3469,1279,0
3470,1078,0
3471,1366,0
3472,1376,1
3473,476,3
3474,1580,0
3475,1209,3
3476,377,4
3477,1372,9
3478,1188,1
3479,1297,0
3480,979,1
3481,770,0
3482,1520,1
3483,1319,0
3484,869,5
3485,1094,6
3486,171,0
3487,521,2
3488,776,1
3489,882,6
3490,1324,0
3491,1580,1
3492,211,0
3493,1077,1
3494,1204,3
3495,1280,1
3496,513,0
3497,1325,6
3498,1023,0
3499,668,3
3500,340,2
3501,182,0
3502,776,4
3503,1516,0
3504,1388,0
3505,1125,0
3506,1568,2
3507,1585,0
3508,885,0
3509,1322,1
3510,1330,2
3511,1297,4
3512,1297,0
3513,627,2
3514,919,1
3515,1480,7
3516,1271,1
3517,1123,1
3518,1172,2
3519,1236,0
3520,1246,0
3521,1124,0
3522,776,0
3523,1516,0
3524,382,4
3525,996,5
3526,374,0
3527,1320,0
3528,975,7
3529,414,2
3530,1372,0
3531,1374,0
3532,1516,0
3533,1297,1
3534,127,0
3535,1324,5
3536,939,1
3537,1165,2
3538,776,1
3539,1294,1
3540,960,0
3541,1162,4
3542,1272,0
3543,1163,0
3544,1560,0
3545,124,6
3546,569,14
3547,1516,1
3548,461,0
3549,1132,2
3550,1078,1
3551,1516,7
3552,1086,0
3553,577,1
3554,358,0
3555,577,0
3556,776,0
3557,1622,0
3558,1556,1
3559,892,1
3560,500,1
3561,1263,0
3562,1163,2
3563,1244,0
3564,1396,0
3565,409,0
3566,410,0
3567,628,0
3568,134,1
3569,1376,2
3570,1516,1
3571,486,0
3572,48,1
3573,428,1
3574,543,1
3575,1376,26
3576,1374,3
3577,1295,0
3578,1482,1
3579,1140,1
3580,1383,1
3581,1110,0
3582,854,0
3583,885,0
3584,1122,0
3585,1515,0
3586,1320,1
3587,777,1
3588,208,4
3589,1332,0
3590,1079,0
3591,577,0
3592,1585,0
3593,1236,1
3594,239,0
3595,1702,1
3596,352,0
3597,353,0
3598,1702,1
3599,1216,1
3600,1458,2
3601,1701,1
3602,1376,3
3603,772,0
3604,1419,8
3605,491,0
3606,754,1
3607,395,1
3608,374,0
3609,1457,3
3610,382,2
3611,607,0
3612,512,3
3613,1428,3
3614,873,2
3615,1376,1
3616,1092,0
3617,1577,0
3618,51,0
3619,442,1
3620,1493,0
3621,1427,0
3622,428,5
3623,1375,2
3624,777,1
3625,1375,0
3626,356,2
3627,528,2
3628,1634,1
3629,1375,0
3630,997,6
3631,426,5
3632,1078,43
3633,1510,1
3634,1210,4
3635,755,6
3636,1238,1
3637,780,0
3638,744,0
3639,207,0
3640,264,1
3641,1238,1
3642,1324,1
3643,1348,0
3644,975,11
3645,1035,0
3646,1648,1
3647,625,1
3648,1057,1
3649,1174,1
3650,5,5
3651,454,2
3652,1238,0
3653,1452,1
3654,1238,0
3655,316,1
3656,599,0
3657,1289,2
3658,707,1
3659,1452,3
3660,1481,2
3661,1048,1
3662,1403,1
3663,1084,0
3664,777,1
3665,1082,0
3666,413,0
3667,1352,0
3668,1375,8
3669,1163,0
3670,19,0
3671,1164,3
3672,512,2
3673,1392,0
3674,1163,2
3675,1374,0
3676,192,0
3677,1010,0
3678,1450,3
3679,1374,0
3680,818,0
3681,1530,1
3682,1376,2
3683,1373,0
3684,1089,0
3685,1006,1
3686,1426,13
3687,1611,0
3688,1316,0
3689,1453,2
3690,1376,3
3691,1209,0
3692,528,1
3693,476,0
3694,1375,1
3695,1494,10
3696,1623,1
3697,461,0
3698,779,9
3699,1322,1
3700,208,0
3701,804,6
3702,1516,0
3703,964,4
3704,183,1
3705,258,0
3706,960,1
3707,1164,5
3708,1448,14
3709,1458,2
3710,776,0
3711,553,1
3712,1320,0
3713,1248,0
3714,1280,2
3715,1719,0
3716,1265,6
3717,396,1
3718,1370,2
3719,1514,2
3720,999,0
3721,1580,2
3722,606,2
3723,1373,0
3724,1370,0
3725,754,2
3726,1324,0
3727,995,1
3728,1141,0
3729,770,1
3730,1209,0
3731,553,0
3732,853,1
3733,1287,1
3734,1376,1
3735,459,2
3736,1262,1
3737,1087,0
3738,1006,4
3739,1516,1
3740,1297,9
3741,976,9
3742,1474,0
3743,1323,1
3744,1509,5
3745,1352,0
3746,1515,0
3747,577,0
3748,1273,0
3749,754,1
3750,933,1
3751,1057,1
3752,1364,0
3753,1520,41
3754,138,1
3755,128,0
3756,1324,0
3757,293,0
3758,753,5
3759,1375,0
3760,1372,0
3761,1322,4
3762,1067,1
3763,1715,1
3764,535,3
3765,777,0
3766,960,28
3767,542,9
3768,577,1
3769,1006,1
3770,1352,0
3771,550,13
3772,594,0
3773,1376,4
3774,299,2
3775,1376,1
3776,1201,13
3777,1207,0
3778,1295,0
3779,976,0
3780,1515,1
3781,200,0
3782,1157,1
3783,729,4
3784,604,0
3785,1297,0
3786,1374,0
3787,646,1
3788,1690,1
3789,1449,1
3790,465,0
3791,1704,1
3792,305,0
3793,36,0
3794,1327,1
3795,1376,1
3796,1453,0
3797,1002,0
3798,777,1
3799,278,0
3800,1071,1
3801,1044,4
3802,770,1
3803,1736,1
3804,221,0
3805,221,1
3806,171,17
3807,1355,1
3808,754,7
3809,754,18
3810,975,0
3811,780,0
3812,771,0
3813,883,1
3814,569,1
3815,1314,0
3816,1238,8
3817,1520,7
3818,1096,10
3819,1525,0
3820,270,1
3821,835,1
3822,576,0
3823,435,0
3824,1495,18
3825,1053,1
3826,1320,1
3827,28,0
3828,1022,2
3829,564,11
3830,999,1
3831,1550,1
3832,1591,0
3833,1723,1
3834,995,1
3835,363,2
3836,1584,3
3837,1435,2
3838,1168,3
3839,1297,0
